Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
87,Exit long,2026-04-06 06:24,GOLD FLIP,1.15292,2000,2302.4,3.36,0.15,0.08,3.45,0.15,-1.19,-0.05,168.73,16.87,107
87,Entry long,2026-04-06 01:03,GOLD BUY,1.1512,2000,2302.4,3.36,0.15,0.08,3.45,0.15,-1.19,-0.05,168.73,16.87,107
88,Exit short,2026-04-06 20:06,GOLD FLIP,1.15461,2000,2305.84,-3.52,-0.15,0.14,1.35,0.06,-8.49,-0.37,165.21,16.52,274
88,Entry short,2026-04-06 06:24,GOLD SELL,1.15292,2000,2305.84,-3.52,-0.15,0.14,1.35,0.06,-8.49,-0.37,165.21,16.52,274
89,Exit long,2026-04-07 20:03,GOLD FLIP,1.15756,2000,2309.22,5.76,0.25,0.14,7.37,0.32,-4.45,-0.19,170.97,17.10,478
89,Entry long,2026-04-06 20:06,GOLD BUY,1.15461,2000,2309.22,5.76,0.25,0.14,7.37,0.32,-4.45,-0.19,170.97,17.10,478
90,Exit short,2026-04-08 20:03,GOLD FLIP,1.16476,2000,2315.12,-14.49,-0.63,0.09,0.45,0.02,-29.31,-1.27,156.27,15.63,480
90,Entry short,2026-04-07 20:03,GOLD SELL,1.15756,2000,2315.12,-14.49,-0.63,0.09,0.45,0.02,-29.31,-1.27,156.27,15.63,480
91,Exit short,2026-04-08 20:03,GOLD FLIP,1.16476,2000,2335.82,6.21,0.27,0.09,7.09,0.30,-8.61,-0.37,162.56,16.26,376
91,Entry short,2026-04-08 01:15,GOLD SELL,1.16791,2000,2335.82,6.21,0.27,0.09,7.09,0.30,-8.61,-0.37,162.56,16.26,376
92,Exit short,2026-04-08 20:03,GOLD FLIP,1.16476,2000,2339.66,10.05,0.43,0.09,10.93,0.47,-4.77,-0.20,172.68,17.27,264
92,Entry short,2026-04-08 06:51,GOLD SELL,1.16983,2000,2339.66,10.05,0.43,0.09,10.93,0.47,-4.77,-0.20,172.68,17.27,264
93,Exit short,2026-04-08 20:03,GOLD FLIP,1.16476,2000,2340.8,11.19,0.48,0.09,12.07,0.52,-3.63,-0.16,183.94,18.39,263
93,Entry short,2026-04-08 06:54,GOLD SELL,1.1704,2000,2340.8,11.19,0.48,0.09,12.07,0.52,-3.63,-0.16,183.94,18.39,263
94,Exit long,2026-04-09 20:03,GOLD FLIP,1.16996,2000,2329.52,10.26,0.44,0.14,15.11,0.65,-0.25,-0.01,194.2,19.42,480
94,Entry long,2026-04-08 20:03,GOLD BUY,1.16476,2000,2329.52,10.26,0.44,0.14,15.11,0.65,-0.25,-0.01,194.2,19.42,480
95,Exit short,2026-04-15 05:06,GOLD FLIP,1.17887,2000,2339.92,-17.9,-0.77,0.08,7.41,0.32,-22.35,-0.96,176.02,17.60,1620
95,Entry short,2026-04-09 20:03,GOLD SELL,1.16996,2000,2339.92,-17.9,-0.77,0.08,7.41,0.32,-22.35,-0.96,176.02,17.60,1620
96,Exit short,2026-04-15 05:06,GOLD FLIP,1.17887,2000,2346.06,-11.76,-0.50,0.08,13.55,0.58,-16.21,-0.69,164.32,16.43,1139
96,Entry short,2026-04-10 20:06,GOLD SELL,1.17303,2000,2346.06,-11.76,-0.50,0.08,13.55,0.58,-16.21,-0.69,164.32,16.43,1139
97,Exit short,2026-04-15 05:06,GOLD FLIP,1.17887,2000,2334.18,-23.64,-1.01,0.08,0,0.00,-28.09,-1.20,140.75,14.07,1041
97,Entry short,2026-04-13 01:03,GOLD SELL,1.16709,2000,2334.18,-23.64,-1.01,0.08,0,0.00,-28.09,-1.20,140.75,14.07,1041
98,Exit short,2026-04-15 05:06,GOLD FLIP,1.17887,2000,2351.68,-6.14,-0.26,0.08,1.47,0.06,-10.59,-0.45,134.67,13.47,661
98,Entry short,2026-04-13 20:03,GOLD SELL,1.17584,2000,2351.68,-6.14,-0.26,0.08,1.47,0.06,-10.59,-0.45,134.67,13.47,661
99,Exit short,2026-04-15 05:06,GOLD FLIP,1.17887,2000,2358.66,0.84,0.04,0.08,2.83,0.12,-1.79,-0.08,135.58,13.56,181
99,Entry short,2026-04-14 20:03,GOLD SELL,1.17933,2000,2358.66,0.84,0.04,0.08,2.83,0.12,-1.79,-0.08,135.58,13.56,181
100,Exit long,2026-04-15 20:03,GOLD FLIP,1.18012,2000,2357.74,2.36,0.10,0.14,3.83,0.16,-3.41,-0.14,137.94,13.79,299
100,Entry long,2026-04-15 05:06,GOLD BUY,1.17887,2000,2357.74,2.36,0.10,0.14,3.83,0.16,-3.41,-0.14,137.94,13.79,299
101,Exit short,2026-04-16 20:03,GOLD FLIP,1.17817,2000,2360.24,3.81,0.16,0.09,6.75,0.29,-4.61,-0.20,141.61,14.16,480
101,Entry short,2026-04-15 20:03,GOLD SELL,1.18012,2000,2360.24,3.81,0.16,0.09,6.75,0.29,-4.61,-0.20,141.61,14.16,480
102,Exit short,2026-04-16 20:03,GOLD FLIP,1.17817,2000,2361.24,4.81,0.20,0.09,7.75,0.33,-3.61,-0.15,146.48,14.65,380
102,Entry short,2026-04-16 01:03,GOLD SELL,1.18062,2000,2361.24,4.81,0.20,0.09,7.75,0.33,-3.61,-0.15,146.48,14.65,380
103,Exit short,2026-04-16 20:03,GOLD FLIP,1.17817,2000,2362.1,5.67,0.24,0.09,8.61,0.36,-0.61,-0.03,152.22,15.22,298
103,Entry short,2026-04-16 05:09,GOLD SELL,1.18105,2000,2362.1,5.67,0.24,0.09,8.61,0.36,-0.61,-0.03,152.22,15.22,298
104,Exit long,2026-04-20 20:03,GOLD FLIP,1.17837,2000,2356.34,0.32,0.01,0.08,13.41,0.57,-10.59,-0.45,152.26,15.23,959
104,Entry long,2026-04-16 20:03,GOLD BUY,1.17817,2000,2356.34,0.32,0.01,0.08,13.41,0.57,-10.59,-0.45,152.26,15.23,959
105,Exit long,2026-04-20 20:03,GOLD FLIP,1.17837,2000,2355.92,0.74,0.03,0.08,2.09,0.09,-10.17,-0.43,153.06,15.31,479
105,Entry long,2026-04-17 20:03,GOLD BUY,1.17796,2000,2355.92,0.74,0.03,0.08,2.09,0.09,-10.17,-0.43,153.06,15.31,479
106,Exit long,2026-04-20 20:03,GOLD FLIP,1.17837,2000,2354.04,2.62,0.11,0.08,3.97,0.17,-8.29,-0.35,155.75,15.57,467
106,Entry long,2026-04-17 20:39,GOLD BUY,1.17702,2000,2354.04,2.62,0.11,0.08,3.97,0.17,-8.29,-0.35,155.75,15.57,467
107,Exit long,2026-04-20 20:03,GOLD FLIP,1.17837,2000,2353.84,2.82,0.12,0.08,4.17,0.18,-8.09,-0.34,158.63,15.86,460
107,Entry long,2026-04-17 21:00,GOLD BUY,1.17692,2000,2353.84,2.82,0.12,0.08,4.17,0.18,-8.09,-0.34,158.63,15.86,460
108,Exit long,2026-04-20 20:03,GOLD FLIP,1.17837,2000,2348.9,7.76,0.33,0.08,9.11,0.39,-0.23,-0.01,166.46,16.65,380
108,Entry long,2026-04-20 01:03,GOLD BUY,1.17445,2000,2348.9,7.76,0.33,0.08,9.11,0.39,-0.23,-0.01,166.46,16.65,380
109,Exit short,2026-04-21 20:03,GOLD FLIP,1.17422,2000,2356.74,8.16,0.35,0.14,12.61,0.54,-1.57,-0.07,174.62,17.46,480
109,Entry short,2026-04-20 20:03,GOLD SELL,1.17837,2000,2356.74,8.16,0.35,0.14,12.61,0.54,-1.57,-0.07,174.62,17.46,480
